screen_name	name	id	location	created_at	full_text
SteelersDevoted	Steelers DeVoted	1169464570295009281	United States	2020-11-16 03:24:44	What’s Mark Andrews on? Calm down  #BALvsNE #ravens
cmancuso9797	Chris Mancuso	293784140	Niagara, Ontario	2020-11-16 03:24:36	Nick Boyle's injury is one of many that happen because they don't let the guys hit high... Boyle would have rather been hit in the head than had his knee blown out what a joke #Gopats #ravensnation #Ravens #Patsnation #NFLTwitter #NFL
jared_coalmon93	Jared Coalmon	925732273877549061	South Orange, NJ	2020-11-16 03:24:33	That Was Definitely His KNEE! Prayers Up For Nick Boyle 🙏🏻 #Ravens
NVDgreat58	MariocoTM	64092109	Richmond Virginia	2020-11-16 03:24:33	#Ravens are getting out played physically! Lamar never comes back after being 10 down in the second half.  #Steelers still benefiting of a last place schedule.. Lastly,.. We must #LeaveNoDoubt When we play the #RaidersNation  Peace out #ChiefsKingdom
KevBaltimoreMD	Kevin	23110994	Baltimore, MD	2020-11-16 03:24:32	Losing Boyle is a tough loss. Ravens need to go pick up another pass rusher now... #Ravens
WNST	WNST Baltimore Positive	17683439	Baltimore, MD USA	2020-11-16 03:24:29	Luke: And there's the requisite illegal formation penalty for the #Ravens.
nickoftime8787	Nick	899445584054112256	Owings Mills, MD	2020-11-16 03:24:29	Can the #ravens go one week without having an illegal formation penalty?!
Houston_TheReal	The Best Kept Secret	705688243	RAVENSTOWN Baltimore, MD	2020-11-16 03:24:22	Prayers up for the homie @nickboyle86 🙏🏾🙏🏾🙏🏾#Ravens
draggin_kali	shayne	266930712	high desert, so cal	2020-11-16 03:24:20	Omg this is all bad. Prayers up for the #ravens TE. 😳 https://t.co/kRhMZy3Zxm
BaltimoreLuke	Luke Jones	30110486	Baltimore	2020-11-16 03:24:19	And there's the requisite illegal formation penalty for the #Ravens.
Gold1elox	Angela	134649382		2020-11-16 03:24:19	Bruh his leg like broke broke. #Ravens
StepnerWMAR	Shawn Stepner	153432766	Baltimore, MD	2020-11-16 03:24:18	How well can Dez Bryant play tight end? #Ravens
ParisKoginos	Paris♥	449362358		2020-11-16 03:24:16	Omg the penalties!!! WTF!!!!! #Ravens #RavensFlock
MetsMinute	Mets In A Minute 2.0	1309112204071972867		2020-11-16 03:24:00	This Ravens team has no discipline. #NFL #Ravens
JWADEEUGENEWADE	Jwadeeugenewade	1246321943575494657	United States	2020-11-16 03:23:56	Man we lookin bad rn #ravens
Aidan_Maher17	Aidan Maher	1310006886213849092		2020-11-16 03:23:54	The loss of Nick Boyle is a gianormous one. One of the best blocking tight ends in the game. He's such a key part of the Ravens successful run game.  #NFL #Ravens
jamaal2781	Mally Mall	357190928	Texas, USA	2020-11-16 03:23:50	#ravens one dimensional huh
TheMightyKyle	🅐🅚🅐 The Big Short	44226994	Baltimore, MD	2020-11-16 03:23:50	Disastrous night for the #Ravens. #SNF
STEVEYGIII	Stevey G III	497386419		2020-11-16 03:23:44	Maybe the #ravens can get Kenyon Cotton a tough out of the backfield tonight too
TalkPrimitive	Primitive Sports	1222909801493073925	San Antonio, TX	2020-11-16 03:23:44	#Ravens TE Nick Boyle’s leg was bent the wrong way. This season is the absolute worst.
GlennClarkRadio	Glenn Clark	204774888	Baltimore	2020-11-16 03:23:43	I don't think we were willing to consider how much "good fortune" played a role in the #Ravens' success a year ago-particularly in the injury department. That's not typically how things work in the #NFL.
Michaeloptv	Michael O'Donnell	588703942	 Derry, New Hampshire	2020-11-16 03:23:33	TE Nick Boyle....that knee popped!! I feel bad for him ☹️😰 #Ravens #SNF
CCaldwell45	Chris Caldwell 🚀	234430681	Federal Hill, Baltimore, MD	2020-11-16 03:23:32	This #Ravens game is the saddest I can remember watching in a long time 😢 Let’s just take a knee and get the F back to BMORE
FreeThePaul	Free The Paul	1410565908	Manchester, NH	2020-11-16 03:23:29	His leg broke :( yuck #ravens
thotkicker	carl	1058888868810739713		2020-11-16 03:23:20	greg roman FUCKING SUCKS JESUS FUCKING NUGGETS #ravens
toddkarpovich	Todd Karpovich	65010855	Towson, MD	2020-11-16 03:23:18	#Ravens could be down to one true tight end for the foreseeable future and that's more troublesome than anything else. #RavensFlock
KtuluVGC	Kyle Hudson	305658195	LA	2020-11-16 03:23:12	literally heard a snap before they called medical staff over #ravens
LateRoundCorner	ᴍɪᴄʜᴀᴇʟ ᴛᴇʟꜰᴏʀᴅ 🇮🇪	897829904473100288	United States	2020-11-16 03:23:08	#Ravens in 2019: 3 dynamic TEs, one who is an insanely good blocker.  Ravens in 2020: literally just Mark Andrews.
maryhschultz	Dr. Mary Schultz	885501046637944832		2020-11-16 03:23:03	Well, this game is...as gloomy as the freaking weather. Let’s keep it together, guys! #Ravens #Caw
MrIkeCarter	Ike Carter, ChFC®	32487477	Baltimore	2020-11-16 03:23:01	Y’all some asses for reshowing it @SNFonNBC  #RavensNation #ravensflock #ravens
EQNUMBER1	Bro Namath	93454076	Houston, NY, Trinidad	2020-11-16 03:22:56	Bro his leg was crushed. #sundaynightfootball #nfl #ravens
matteweaver	Matt Weaver	2339815513	Houston, TX	2020-11-16 03:22:44	Absolutely brutal injury for Nick Boyle. Prayers for him 🙏🏼 #Ravens #Patriots https://t.co/xaFLwF5PdZ
KMiller502	(Ravens 13-3) Kennedy Miller	1221261734138302465	502	2020-11-16 03:22:42	All in favor of the #Ravens Tanking for Jamarr Chase https://t.co/FY44lolIJp
JRobey83	Jessica	36580250	The Bad Place	2020-11-16 03:22:38	This game has been brutal to watch. Bad coaching. Bad playing. Bad injuries. #Ravens
Mr_RLamb	Rashan L.	71855860	Maryland, USA	2020-11-16 03:22:29	Come on #Ravens smh this game blowing me
Max51Blake	Maxwell Blake	1178421486601854976	Rosslyn, VA, United States	2020-11-16 03:22:28	That did not look good. Wishing the #Ravens tight end good luck. #sundaynightfootball
R_Peddigrew	Ryan	1052937238982594561	Belleville, Ontario	2020-11-16 03:22:27	Really hope Boyle is okay after that gnarly injury... #Pats #Ravens #NFL
rylansweetney_	Mr. Sweetney	268030502	MD ✈️FL	2020-11-16 03:22:14	Yooooo wtfff... why are sooo many people breaking stuff this season!  #ravens
DailyFZ	Daily Football Zone	1234717136431378432	San Diego, CA	2020-11-16 03:22:05	That was a horrible injury for #Ravens TE Nick Boyle.   #NFL #NFLTwitter #BALvsNE
richsanders_99	PureAirRich	776634709413548032	New York, USA	2020-11-16 03:22:04	Perfect example of how one rule change in football for “safety” leads to a different safety concern. #MNF #Boyle #Ravens
ConsultSharp	The Sharp Consultant	1164805454		2020-11-16 03:22:02	Ugh.  That looked nasty for Boyle.  I swear you could hear the ligaments tear on live TV.  Ugh.  #Ravens.
_scrambledeggs	Chris Eglin	53402414	Boston/New Haven	2020-11-16 03:22:00	This isnt good... #ravens #patriots https://t.co/Hmbmwmf6CY
youropinionman2	that'slikeyouropinionman	179631594	Frisco, TX	2020-11-16 03:22:00	I'm no doctor, but that doesn't look good for Boyle.  #SNF #Ravens #Patriots https://t.co/FGj3cevsZC
k9kayaks	🐾🐾ßεη Ωuïrκ🎣🧩	1511213191	Weat Union, SC	2020-11-16 03:21:56	Ouch Boyle of the #Ravens his leg 😳
stlcameron22	Matt Stallings	285955472	Chandler, AZ	2020-11-16 03:21:55	Don't even wanna see a replay on that one. Nick Boyle I hope you aight!! #Ravens
WNST	WNST Baltimore Positive	17683439	Baltimore, MD USA	2020-11-16 03:21:42	Luke: It's been said so many times, but Nick Boyle is so important to what the #Ravens do offensively. Just an awful development.
MySportsUpdate	NFL Update	1312367672	New York	2020-11-16 03:21:41	#Ravens’ TE Nick Boyle is being carted off after a gruesome looking leg injury. Leg bent the wrong way.
djgold22	DG	522982716	Anaheim/Fresno 	2020-11-16 03:21:41	The injury bug is spreading as fast as Covid 🤬 #ravens
willhare	Will Hare	13533242	Philadelphia, PA	2020-11-16 03:21:35	Now Boyle blows his knee out. My goodness. Doesn’t matter if Lamar, himself, avoids the Madden curse. It’s clearly haunting the entire #Ravens team this year. Awful stuff to see…
Elgrably_29	Sports Takes and NFL Film Study	2346102461	Tank For Trevor	2020-11-16 03:21:34	Oh no. That looks like a completely broken leg. Scary sight whenever players frantically wave over the medical staff. Hoping for the best. #Ravens #Patriots #NFL
jmusk212	Josh Muskin	204611637		2020-11-16 03:21:34	Ok ok ok... Where's Ashton Kutcher? This is punked right? RIGHT? #Ravens
rubinator73	Ken Ruby Jr.	876660588	Ludlow, MA	2020-11-16 03:21:31	I think Nick Boyle just snapped his leg ouch #Baltimoreravens #baltimore #ravens #ouch
SageMorander	Sage Morander	377598570	Providence, RI	2020-11-16 03:21:30	I didn’t have #kufball to be angry about this weekend, so the universe gave me this #Ravens game as a stand in 😡
SOHbarrett	Scott Barrett	2370649074		2020-11-16 03:21:29	Hey NBC, don’t show this injury when you return from commercial. We get it was bad. #Gopats #Ravens #SNF #BALvsNE
BaltimoreLuke	Luke Jones	30110486	Baltimore	2020-11-16 03:21:26	It's been said so many times, but Nick Boyle is so important to what the #Ravens do offensively. Just an awful development.
TomLeyden	Tom Leyden	25573732	Boston, Massachusetts	2020-11-16 03:21:20	That injury to Boyle is nasty. Don't watch the replay #Ravens #Patriots
ChrisLeible	Chris Leible 🆑🙌🏾⛓	248971391	Parts Unknown	2020-11-16 03:21:18	Always an awful sign when the other team calls for the trainers. Hope Boyle is ok. #Ravens #Patriots 🙏🏽
MikeGiardi	Michael Giardi	105147367	Boston, MA	2020-11-16 03:21:17	Damn near the entire #Ravens team comes out to salute Boyle. https://t.co/y0cd9wrjaS
CharmCityChick	Amy W	66884110	Baltimore	2020-11-16 03:21:16	Can someone tell these clown ass NBC announcers how to pronounce Matt Judon’s last name, please? You’re just... you’re doing way too much. “JooDONNNN”  tf out of here. #ravens
AlanLepore	Alan Lepore	459824671	Washington, DC	2020-11-16 03:21:09	That hit on Boyle man. That was gruesome. Pateiots players knew it immediately mavi g the trainers to get there asap.. Hoping for nothing but the best for that young man. Yikes #BALvsNE #Ravens
RSRLombardi	Tony Lombardi	823313526	Perry Hall, Maryland	2020-11-16 03:21:05	A serious injury to Nick Boyle will put the #Ravens season in serious jeopardy, arguably the team’s most underrated player.
madisonjar	James Jarvis	37850951	ÜT: 41.087787,-81.392803	2020-11-16 03:21:05	Ouch #patriots #ravens https://t.co/gbJvDP8Eu1
Fan_of_DET_313	🍂🦃 Thankful Mario 🦃🍂|#BLM	314695495	Michigan, USA	2020-11-16 03:21:03	You know the injury is bad when the opposing players frantically ask for the trainers to rush to the field. That did not look good for Nick Boyle. #Ravens
Brando_Puma	Brandon Silva	420888192		2020-11-16 03:21:02	Nick Boyle is down and both teams called for the training staff.   #Ravens #RavensFlock #SNF #NFL
jared_coalmon93	Jared Coalmon	925732273877549061	South Orange, NJ	2020-11-16 03:21:00	Damn. Nick Boyle Is DOWN After That HIT!!! #SNF #Ravens
kemu808	Kemu	407267845	Maryland - Home of The RAVENS	2020-11-16 03:21:00	We’re gonna lose our whole roster tonight! 🤬🤬🤬  .@Ravens #BALvsNE #RavensFlock #Ravens #RavensNation #PlayLikeARaven #SNF #SundayNightFootball .@SNFonNBC
AustinBumpus	Austin Bumpus	334999774	Boston	2020-11-16 03:20:59	#Ravens TE Nick Boyle just took a nasty hit, and #Patriots players were immediately calling for help as Boyle laid on the ground after the play.
fintechtrep	fintechtrep	1092609838352400386	Florida, USA	2020-11-16 03:20:58	that was nasty!!! #ravens #pats
FB_StatMan	Brad Voss	467060098		2020-11-16 03:20:57	Win or lose - just went from bad to worse with Boyle going down.  Just hope to get out of the game with no more injuries at this point. #Ravens
AaronKazreports	Aaron Kasinitz	582977282	Baltimore, MD	2020-11-16 03:20:55	#Ravens tight end Nick Boyle took a hit in the knee and it looked really bad.
AllThingsRavens	California Ravens	1260415012570447872	California, USA	2020-11-16 03:20:50	Can someone make one for the #Ravens and send it my way thx #RavensFlock #SNF #FTTB https://t.co/EgwaIpXu3k
The_Commission3	The Commission	1324839962576080900	New Jersey, USA	2020-11-16 03:20:48	“Nick Boyle has a cramp” Tony Romo. #NFL #Ravens #SundayNightFootball #SNFonNBC #SNF
_IsaiahGreen	ISAIAH GREEN	187627218	From LA to Fresno 	2020-11-16 03:20:42	I pray God heal my guy from the #Ravens!
WBALPete	Pete Gilbert	28663822	Baltimore, MD	2020-11-16 03:20:38	This game is a complete and utter disaster..  Nick Boyle crumpled after that hit, obviously a serious leg injury..  I can't recall a game that saw so many go down..   There is barely a next man up. #Ravens
__RDIII__	Rob D	910649357552295936	Maryland, USA	2020-11-16 03:20:37	This season is over. #ravens
BigBrando21	.	320023603	Virginia, USA	2020-11-16 03:20:36	Can’t believe we’re losing to these scrubs #Ravens
_theonlytiff	𝒯𝒾𝒻𝒻	425315547		2020-11-16 03:20:32	Oh boyyyy we’re going downhill 🤦🏾‍♀️ #Ravens
DSky3	Jeremy	22278416	West Palm Beach, FL	2020-11-16 03:20:29	That is a horrific leg injury #Patriots #Ravens
patriotsnews247	Justin Ramos	816447559283654656	United States	2020-11-16 03:20:28	Prayers for #Ravens TE Nick Boyle   That looked like an ugly injury   Really ugly 🙏🙏🙏🙏
Chuckbraud	Chuck Braud Art	295428075	Baton Rouge, Louisiana	2020-11-16 03:20:27	Prayers for Boyle 🙏🏻🙏🏻 #Ravens
_TLMC_	Christian	834191784	Knoxville	2020-11-16 03:20:26	#Ravens are done for
GlennClarkRadio	Glenn Clark	204774888	Baltimore	2020-11-16 03:20:25	@MrJoshCharles Subjective clearly. Ravens fans don't beat him up but Kelly Gregg was a beloved figure. #Ngata (who to be fair was a better player) was beloved too. Williams has been someone whose contract #Ravens fans have regularly asked about in terms of trying to find some money.
ActionNetNFLInj	Action Network NFL Injury News	1299080409754542083		2020-11-16 03:20:18	Nick Boyle. Yikes. Cart is coming out. #Ravens https://t.co/Hvd9kKJhdf
MikeGiardi	Michael Giardi	105147367	Boston, MA	2020-11-16 03:20:17	Nick Boyle. Yikes. Cart is coming out. #Ravens
Houston_TheReal	The Best Kept Secret	705688243	RAVENSTOWN Baltimore, MD	2020-11-16 03:20:13	Boyle looks done. When it rains, it POURS. #Ravens
TimeoutSPORTS3	TimeoutSPORTS__	1170035155161010178		2020-11-16 03:20:12	Ouch Boyle down with a leg injury 🙏🏾  #Ravens
Joshthescribe	Josh Adams	46440513	Brooklyn	2020-11-16 03:20:12	There goes Nick Boyle for the year. #Ravens
Stormin1Norman	Stormin Norman	347653083		2020-11-16 03:20:09	Baltimore #Ravens need Ray Lewis. #Speech  #Patriots are playing hard. @SNFonNBC #NFL
WNST	WNST Baltimore Positive	17683439	Baltimore, MD USA	2020-11-16 03:20:07	Nestor: I hate what just happened to Nick Boyle. Awful. #Ravens
JRobey83	Jessica	36580250	The Bad Place	2020-11-16 03:20:03	If Greg Roman called that wildcat play on 4th and 1, then Harbaugh has to seriously think about taking the play-calling out of his hands. #Ravens
ezlazar	Evan Lazar	226037111	Boston, MA	2020-11-16 03:19:56	Scary injury for #Ravens TE Nick Boyle. He's one of the best blocking TEs football. Prayers up.
TimeoutSPORTS3	TimeoutSPORTS__	1170035155161010178		2020-11-16 03:19:55	Marquise Brown has one 100+ yard game this season. This is the #Ravens 9th game. He and Lamar have to get a better connection going if they want a chance to make noise in the postseason.
WNST	WNST Baltimore Positive	17683439	Baltimore, MD USA	2020-11-16 03:19:53	Luke: Oh, no. That's not good at all. #Ravens
MrIkeCarter	Ike Carter, ChFC®	32487477	Baltimore	2020-11-16 03:19:46	Jesus!!!!! Boyle done #RavensNation #ravensflock #ravens
RavensHypeMan	RavensHypeMan	335641604	Baltimore, MD	2020-11-16 03:19:45	Boyle hurt 😢 now damn fucked his leg up #Ravens #RavensNation #RavensFlock
BirdLandFanMD	Matt	60734374	Maryland, USA	2020-11-16 03:19:44	Boyle is hurt. Very bad. #Ravens
BaltimoreLuke	Luke Jones	30110486	Baltimore	2020-11-16 03:19:43	Oh, no. That's not good at all. #Ravens
TheAthleteOhio	The Athlete	1193297831144112129	Ohio, USA	2020-11-16 03:19:38	Happy/mad about the #Patriots and #Ravens game. Happy because the pats are whooping the ravens ass right now. Sad because I have a lot of ravens players in my #DraftKings lineup.
AaronKazreports	Aaron Kasinitz	582977282	Baltimore, MD	2020-11-16 03:19:27	The #Ravens are averaging 3.5 yards per carry. The Patriots are up to six yards per carry.   Injuries factor into that, but Baltimore can't win any game when it gets beat so badly in the trenches.
MikeBurkeMDT	Mike Burke	3243527834	Cumberland, MD	2020-11-16 03:19:04	Going to Wildcat to Ingram on 4th and 1 is like scared teenagers hiding behind the chainsaws in a slasher movie. Yet another bad decision. Roman/Harbaugh has to stop being so damn clever and cute. #Ravens #NFLTheTVShow #YouDontKnowJack
ezlazar	Evan Lazar	226037111	Boston, MA	2020-11-16 03:18:59	Although the #Ravens held the point of attack, that's also the benefit of zero penetration in the backfield allowing Harris to make that cut.
JustinReady	Justin Ready	18313199	Westminster, MD	2020-11-16 03:18:42	Big stop for the defense to hold to FG. #Ravens need a TD drive here https://t.co/pe2v6G3RcL
RealMcCoyzee	Matt McCoy	1325974116	Vancouver, Canada	2020-11-16 03:18:33	How pathetic are the #Ravens??  They’re an absolute joke of a team especially losing to the Pats. https://t.co/uYxDnov8Hy
TheGay_FL	The Gay-FL	1319086006151356417		2020-11-16 03:18:27	As a head coach on #Madden, I would have gone for it on 4th and goal #patriots #ravens @SNFonNBC
